1.018255499889504426e+04,-3.718306912453772384e+02,1.000000000000000000e+02
-8.493323486136898282e+03,7.009446178930804308e+03,0.000000000000000000e+00
2.132208820357342120e+04,-3.905583615216303883e+02,1.000000000000000000e+02
5.473925002309742922e+03,-1.878223941040047066e+03,0.000000000000000000e+00
-7.422540710437808229e+03,5.291351276114416578e+03,0.000000000000000000e+00
-9.103655795322054473e+03,3.197164388713075823e+03,0.000000000000000000e+00
1.335505614878455526e+04,4.211932955239102739e+03,0.000000000000000000e+00
-8.091745735846600837e+03,1.132863661542687441e+04,0.000000000000000000e+00
-2.127407291898407948e+03,1.124492616087638817e+04,0.000000000000000000e+00
8.212367789332733082e+03,1.322732739179835517e+04,0.000000000000000000e+00
3.714415030768035649e+03,2.429438759769059075e+01,0.000000000000000000e+00
-7.782645085079867613e+02,1.276603775139924073e+04,0.000000000000000000e+00
2.484547449095357297e+04,8.770782200293309643e+02,1.000000000000000000e+02
-9.573253961443217122e+03,-4.999742990510758212e+00,0.000000000000000000e+00
-1.170901378630546969e+04,8.945292517713144207e+02,0.000000000000000000e+00
-7.141811417750267537e+03,3.193351616083553381e+03,0.000000000000000000e+00
-1.528582424511184217e+04,-1.324793530089415299e+03,0.000000000000000000e+00
1.296375250198730100e+04,-3.578409709978893716e+03,1.000000000000000000e+02
1.786311108277592939e+04,-1.760978784854862397e+03,1.000000000000000000e+02
4.440376812161250655e+02,8.897534553244810013e+03,0.000000000000000000e+00
4.120632898647800175e+03,4.577786894406898682e+03,0.000000000000000000e+00
-8.817251784993897672e+03,-7.851733296274383974e+03,0.000000000000000000e+00
6.291573037233289142e+03,6.289795136035619180e+03,0.000000000000000000e+00
-3.569667780967353792e+03,-4.561050563180009704e+03,1.000000000000000000e+02
1.321357739216265145e+04,1.630255597749162916e+03,0.000000000000000000e+00
7.710475865434037587e+03,8.056311011712628897e+03,0.000000000000000000e+00
-5.727832590161067401e+02,1.492686069821051024e+04,0.000000000000000000e+00
-9.104425680319694948e+03,-3.026491407161202460e+03,0.000000000000000000e+00
6.613635598621827739e+03,5.119875027664178560e+03,1.000000000000000000e+02
9.965521695214547435e+03,-9.740159379398050078e+03,1.000000000000000000e+02
1.065120509025274623e+04,3.747894663299783133e+03,0.000000000000000000e+00
9.984141978648513032e+03,7.911635227657343421e+03,0.000000000000000000e+00
-1.770491156896548091e+03,1.345773083400877113e+04,0.000000000000000000e+00
5.211434062679702947e+03,3.901845809736191768e+02,1.000000000000000000e+02
9.021767790102519939e+03,-4.447556862895511586e+03,1.000000000000000000e+02
2.375689381078867427e+03,4.489826197986220905e+03,1.000000000000000000e+02
1.199341910471462506e+04,2.469196687294204821e+03,0.000000000000000000e+00
1.326401335366337844e+04,-3.270250512018102199e+03,0.000000000000000000e+00
2.769647724122419459e+04,-4.982058104972024921e+03,1.000000000000000000e+02
-1.027398344909679872e+04,6.136747935478958425e+03,0.000000000000000000e+00
4.199186246639969795e+03,4.930647656107811940e+02,1.000000000000000000e+02
-9.833767587539612578e+03,9.326356331138929818e+03,0.000000000000000000e+00
6.265511134443237097e+03,-3.717867188964333309e+03,1.000000000000000000e+02
-1.813295328547307918e+03,1.025022644227847377e+04,0.000000000000000000e+00
1.433046763776492298e+04,-4.613690911017711187e+03,1.000000000000000000e+02
2.091545086120889755e+04,6.625863041027603686e+03,1.000000000000000000e+02
7.587406896724186481e+03,-2.851262496222636855e+03,0.000000000000000000e+00
1.447787780477154047e+04,-4.923037253380231050e+03,1.000000000000000000e+02
1.319085305423140562e+04,-2.009004207731728911e+03,0.000000000000000000e+00
-7.940033281914331383e+03,7.834119312001732396e+03,0.000000000000000000e+00
1.477877027117668877e+04,-1.517478085264431002e+03,1.000000000000000000e+02
5.843467450329815620e+03,8.404073750380388447e+03,0.000000000000000000e+00
2.394351752429986846e+03,9.951717555896373597e+03,0.000000000000000000e+00
1.983755897892918074e+04,1.877158585930636264e+03,1.000000000000000000e+02
1.036624127765913363e+04,-2.946884264621559851e+03,1.000000000000000000e+02
-5.820567740682791680e+01,1.509704178024442444e+04,0.000000000000000000e+00
1.049622179536683143e+04,-1.014162807072200303e+04,1.000000000000000000e+02
7.988179859150611264e+03,-8.015116103739549544e+03,1.000000000000000000e+02
2.264605191371134424e+04,1.328571006635581580e+04,1.000000000000000000e+02
1.656497781486737222e+04,3.943842846124019161e+03,1.000000000000000000e+02
-4.029229263855070712e+03,1.135727640906675515e+04,0.000000000000000000e+00
6.401910319558247465e+03,-1.449748660076578290e+03,0.000000000000000000e+00
9.262930247326568860e+03,-1.374363274913184114e+03,1.000000000000000000e+02
1.481808915998496741e+04,-4.875294649762212430e+03,1.000000000000000000e+02
-1.331269632523407745e+04,8.054907360693960072e+03,0.000000000000000000e+00
6.245748553960832396e+03,-4.842108248519608424e+03,0.000000000000000000e+00
-8.096740220235033121e+03,-3.240448539781912132e+03,0.000000000000000000e+00
4.228803084725061126e+03,8.471684617175251333e+03,0.000000000000000000e+00
3.068753384278676094e+03,7.049258117428496917e+03,1.000000000000000000e+02
-1.594125471872682056e+03,-4.633966247823435879e+03,1.000000000000000000e+02
1.167209582203690479e+04,1.347132109695017334e+03,1.000000000000000000e+02
-1.262763092575209339e+04,-2.034555745727687963e+03,0.000000000000000000e+00
8.839928551268061710e+03,-6.825160056919135059e+03,1.000000000000000000e+02
7.581355808093546329e+03,-1.073645331111399355e+04,1.000000000000000000e+02
2.697155335062826271e+04,-6.235425307315674218e+03,1.000000000000000000e+02
-1.119332383350300188e+04,1.235712118040419682e+03,0.000000000000000000e+00
9.407400762234779904e+03,4.545117219825349821e+03,0.000000000000000000e+00
2.849199085922188260e+03,1.163896251240807942e+04,0.000000000000000000e+00
7.666568320348122143e+03,4.062824664006321200e+03,0.000000000000000000e+00
8.276045789085488650e+03,5.112435812733651801e+03,0.000000000000000000e+00
2.503014785668057812e+04,2.621647000563809229e+02,1.000000000000000000e+02
3.192046638553698358e+03,7.091066538591214339e+03,0.000000000000000000e+00
-5.097535131951573931e+03,1.289922983696881420e+04,0.000000000000000000e+00
6.169488289565935702e+03,1.398907356598036858e+04,0.000000000000000000e+00
-5.206361644579132189e+03,1.407197190224777660e+04,0.000000000000000000e+00
1.517982777583876850e+04,-5.556155626149125965e+03,1.000000000000000000e+02
1.211545952494800622e+04,7.859986326658913640e+03,0.000000000000000000e+00
-9.013078778756786051e+03,8.136175898084481560e+03,0.000000000000000000e+00
2.171817287208527705e+04,-4.938220487940217026e+03,1.000000000000000000e+02
1.249915214012636716e+04,-1.342781718642923579e+03,1.000000000000000000e+02
1.204858392229991659e+04,-2.451978318288505761e+03,1.000000000000000000e+02
-8.438743426788529177e+03,5.357504526147751676e+03,0.000000000000000000e+00
1.730089709276459325e+04,1.630732334837945473e+03,1.000000000000000000e+02
-1.369229732229872570e+04,5.739907119855175551e+03,0.000000000000000000e+00
-2.716489577576158467e+02,1.425539696803351762e+04,0.000000000000000000e+00
1.115520555070468254e+04,-3.971238705969300554e+03,1.000000000000000000e+02
-1.037070651097417431e+04,1.376024220362476171e+03,0.000000000000000000e+00
1.290106464095605588e+04,-7.651559696425285892e+02,1.000000000000000000e+02
3.044010776434330637e+03,9.856815852968318723e+03,0.000000000000000000e+00
4.215366469269601112e+03,8.215458869114909248e+03,0.000000000000000000e+00
1.426271844701856935e+03,-9.404458832174879717e+03,1.000000000000000000e+02
5.774648688244927143e+03,1.476010948610215200e+04,0.000000000000000000e+00
1.326917081860778489e+04,8.557846882654013825e+03,0.000000000000000000e+00
2.226243348964297184e+04,9.392645355059805297e+03,1.000000000000000000e+02
6.325907319057298992e+03,-1.074338546408695265e+03,1.000000000000000000e+02
4.357397789062167249e+03,2.809210170516120797e+03,0.000000000000000000e+00
1.618955153889684698e+04,4.527853317207104737e+02,1.000000000000000000e+02
1.563207670436120316e+04,4.281404507544379157e+03,1.000000000000000000e+02
-9.650719797378465955e+03,5.410245262187262597e+03,0.000000000000000000e+00
